tx_type,amount,tx_hour,is_weekend,is_merchant_dest,is_new_beneficiary,structuring_flag,round_amount_flag,layering_score,sender_tx_count_7d,sender_tx_amount_7d,sender_tx_count_24h,unique_receivers_7d,receiver_tx_count_7d,receiver_total_inflow_7d,amount_to_avg_ratio,amount_zscore,rolling_std_7d,rapid_succession_flag,receiver_new_sender_ratio,shared_counterparty_risk,receiver_inflow_concentration,is_fraud
0.0,217672.49,11,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,6878.75,19,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
2.0,5839.31,17,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,30986.04,17,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,1631640.02,5,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1
3.0,4640.54,13,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,189970.28,12,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,2999.49,15,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,1142944.15,17,1,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,12384.69,18,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,328943.87,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,99634.51,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,223535.94,22,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,353532.75,11,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,2086.22,10,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,119283.36,16,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,479126.53,15,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,214175.65,11,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,291176.32,1.0,0.0,0.0,0,1.0,0.0,0.0,0
0.0,616670.05,20,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,24237.67,17,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,172827.66,16,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,1813.27,23,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,3412.51,13,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,260264.48,18,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,302159.13,13,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,709257.42,18,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,457996.51,12,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,135449.61,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,15579.28,16,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,152244.73,10,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,3103.79,21,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,2118.51,14,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,128433.91,20,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,290892.13,1.0,0.0,0.0,0,1.0,0.0,0.0,0
0.0,21579.17,17,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,10689.59,14,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,436737.9,21,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,27583.09,15,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,57597.56,23,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1618597.45,1.0,0.0,0.0,0,1.0,0.0,0.0,0
3.0,4911.53,23,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,5368.88,12,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,304797.05,12,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,254754.25,17,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,6202.78,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,213034.11,11,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,6557.02,11,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,587324.77,9,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,160887.96,21,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,236914.77,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1
1.0,82558.04,11,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,3623.06,15,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,185085.56,13,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,13192.39,20,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,178003.33,10,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,12435.43,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,69270.43,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,652.81,9,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,350493.5,10,1,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,42355.47,20,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,29726.75,12,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,530237.1,14,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,192162.97,9,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,156753.75,11,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,316421.81,18,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,109539.87,22,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,47212.62,15,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,88528.38,16,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,819.32,9,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,7266.03,22,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,166034.52,18,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,39422.97,11,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,4664.82,20,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,4776.41,19,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,181099.18,11,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,27574.77,10,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,107833.56,18,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,180642.46,13,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,277042.38,13,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,26754.39,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,21344.24,13,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,11170.76,18,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,6797.33,21,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,7333.34,9,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,121050.2,20,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,2.0,564898.75,1.0,0.0,0.0,0,1.0,0.0,0.0,0
0.0,235929.71,10,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,15239.95,21,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,5624.08,20,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,242068.47,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,257991.3,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,43434.3,12,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,635887.52,20,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,4244.93,17,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,2141.61,21,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,87512.93,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,24521.51,20,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,107218.8,12,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,2091550.51,12,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,123630.29,18,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,65317.15,1.0,0.0,0.0,0,1.0,0.0,0.0,0
3.0,41859.54,10,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,46172.6,14,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,171746.04,11,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,103530.77,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,1498.63,11,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,13077.4,14,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,2775.88,11,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,27881.86,14,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,13870.82,13,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,20805.92,16,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,31610.31,11,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,13133.62,16,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,2938833.22,17,1,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1
1.0,341073.1,17,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,814949.7,1.0,0.0,0.0,0,1.0,0.0,0.0,0
4.0,14949.84,2,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1
0.0,532634.75,12,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0,161684.27,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,389199.01,19,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,476088.58,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,236982.45,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,529406.8,1.0,0.0,0.0,0,1.0,0.0,0.0,0
4.0,558136.45,19,1,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1
1.0,314750.0,23,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,258022.15,15,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,74059.2,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,526517.62,11,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,235398.64,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,153707.38,17,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,11561.7,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,13756.48,12,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,121425.12,17,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,161828.84,1.0,0.0,0.0,0,1.0,0.0,0.0,0
3.0,20241.22,11,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,25191.1,11,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,330768.44,19,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,937849.1,10,1,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,3320.59,12,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,2927.61,18,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,342902.1,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,9088.19,15,0,1,1,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,211193.29,13,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,295503.09,1.0,0.0,0.0,0,1.0,0.0,0.0,0
3.0,14695.4,10,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,26014.16,14,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,25276.7,17,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,266156.11,17,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,110347.54,16,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,113216.11,12,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,61344.82,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,372217.91,10,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,200752.9,13,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,87165.27,18,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,264130.73,20,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,258669.17,13,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,2.0,718609.53,1.0,0.0,0.0,0,1.0,0.0,0.0,0
0.0,33185.14,21,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,345586.92,20,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,281299.01,18,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,20595.39,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,135620.18,17,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,54593.28,12,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,11815.87,18,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,286868.53,19,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,210290.08,19,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,12956.74,21,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,201638.06,14,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,27225.34,10,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,1.0,136099.73,1.0,0.0,0.0,0,1.0,0.0,0.0,0
1.0,355948.62,20,1,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,240851.15,9,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,49685.76,15,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,8235.21,20,0,1,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
3.0,2213.21,12,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
0.0,82536.29,10,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
1.0,40532.15,21,0,0,1,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
4.0,113481.34,16,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0
